Word,Length,Freq_HAL,Log_Freq_HAL
shepherd,8,"3,608",8.191
mainland,8,"3,589",8.186
wretched,8,"3,585",8.185
shipment,8,"3,559",8.177
reserves,8,"3,554",8.176
invested,8,"3,550",8.175
faithful,8,"3,545",8.173
implying,8,"3,543",8.173
reminder,8,"3,544",8.173
bisexual,8,"3,539",8.172
promoted,8,"3,542",8.172
refusing,8,"3,539",8.172
rendered,8,"3,534",8.17
activist,8,"3,525",8.168
platinum,8,"3,511",8.164
proceeds,8,"3,507",8.163
browsing,8,"3,505",8.162
preacher,8,"3,502",8.161
borrowed,8,"3,493",8.159
massacre,8,"3,496",8.159
outlined,8,"3,491",8.158
activate,8,"3,486",8.157
vampires,8,"3,488",8.157
smallest,8,"3,473",8.153
homework,8,"3,469",8.152
multiply,8,"3,467",8.151
fabulous,8,"3,451",8.146
awaiting,8,"3,446",8.145
regulate,8,"3,419",8.137
retained,8,"3,416",8.136
damaging,8,"3,400",8.132
Yugoslav,8,"3,395",8.13
gorgeous,8,"3,391",8.129
lectures,8,"3,392",8.129
perceive,8,"3,388",8.128
discrete,8,"3,383",8.127
assorted,8,"3,368",8.122
salesman,8,"3,345",8.115
smoothly,8,"3,340",8.114
investor,8,"3,333",8.112
meanings,8,"3,328",8.11
allocate,8,"3,320",8.108
Carnegie,8,"3,318",8.107
applause,8,"3,313",8.106
cartoons,8,"3,309",8.104
instinct,8,"3,300",8.102
adjacent,8,"3,297",8.101
galactic,8,"3,288",8.098
surround,8,"3,286",8.097
intimate,8,"3,281",8.096
Medicare,8,"3,277",8.095
villages,8,"3,279",8.095
cannabis,8,"3,271",8.093
covenant,8,"3,267",8.092
feasible,8,"3,262",8.09
stressed,8,"3,261",8.09
prophecy,8,"3,259",8.089
cheating,8,"3,253",8.087
imagined,8,"3,239",8.083
insights,8,"3,240",8.083
hydrogen,8,"3,236",8.082
outgoing,8,"3,231",8.081
Winnipeg,8,"3,231",8.081
Syracuse,8,"3,227",8.079
donation,8,"3,223",8.078
packaged,8,"3,224",8.078
caffeine,8,"3,216",8.076
elevator,8,"3,215",8.076
prompted,8,"3,213",8.075
profiles,8,"3,209",8.074
masters,8,"3,198",8.07
screamed,8,"3,194",8.069
semester,8,"3,193",8.069
weaponry,8,"3,187",8.067
colossus,8,"3,176",8.063
dominate,8,"3,176",8.063
shifting,8,"3,169",8.061
temporal,8,"3,170",8.061
shouting,8,"3,165",8.06
arriving,8,"3,162",8.059
werewolf,8,"3,155",8.057
simplest,8,"3,151",8.055
Buddhist,8,"3,142",8.053
deserved,8,"3,138",8.051
pursuing,8,"3,134",8.05
gasoline,8,"3,130",8.049
credible,8,"3,113",8.043
freezing,8,"3,109",8.042
initiate,8,"3,109",8.042
ensemble,8,"3,102",8.04
infernal,8,"3,102",8.04
marginal,8,"3,103",8.04
engaging,8,"3,092",8.037
worrying,8,"3,092",8.037
believer,8,"3,090",8.036
debating,8,"3,087",8.035
override,8,"3,086",8.035
socially,8,"3,083",8.034
fortress,8,"3,082",8.033
freedoms,8,"3,071",8.03
forecast,8,"3,069",8.029
figuring,8,"3,067",8.028
homeless,8,"3,065",8.028
maturity,8,"3,067",8.028
feminism,8,"3,062",8.027
stepping,8,"3,046",8.022
gambling,8,"3,044",8.021
evenings,8,"3,041",8.02
homicide,8,"3,039",8.019
detector,8,"3,034",8.018
exterior,8,"3,034",8.018
entirety,8,"3,027",8.015
playback,8,"3,007",8.009
roommate,8,"2,998",8.006
oriental,8,"2,994",8.004
Buddhism,8,"2,983",8.001
eternity,8,"2,985",8.001
Olympics,8,"2,972",7.997
corridor,8,"2,970",7.996
bastards,8,"2,966",7.995
players,8,"2,966",7.995
laureate,8,"2,959",7.993
peculiar,8,"2,956",7.992
absorbed,8,"2,954",7.991
paranoia,8,"2,953",7.991
aquarium,8,"2,949",7.989
declined,8,"2,937",7.985
gargoyle,8,"2,933",7.984
protects,8,"2,932",7.983
glorious,8,"2,924",7.981
reliably,8,"2,926",7.981
theology,8,"2,918",7.979
censored,8,"2,906",7.975
Egyptian,8,"2,907",7.975
Americas,8,"2,905",7.974
eruption,8,"2,905",7.974
parasite,8,"2,898",7.972
childish,8,"2,886",7.968
muscular,8,"2,887",7.968
dressing,8,"2,884",7.967
colonial,8,"2,881",7.966
violates,8,"2,876",7.964
rotating,8,"2,873",7.963
alphabet,8,"2,867",7.961
humorous,8,"2,866",7.961
analyses,8,"2,863",7.96
latitude,8,"2,865",7.96
erection,8,"2,862",7.959
passages,8,"2,861",7.959
respects,8,"2,856",7.957
harmless,8,"2,854",7.956
outdated,8,"2,849",7.955
foreskin,8,"2,844",7.953
Hawaiian,8,"2,844",7.953
immature,8,"2,842",7.952
residual,8,"2,838",7.951
indirect,8,"2,835",7.95
fairness,8,"2,834",7.949
hearings,8,"2,834",7.949
sapphire,8,"2,832",7.949
insanity,8,"2,831",7.948
playable,8,"2,829",7.948
downward,8,"2,826",7.947
consoles,8,"2,821",7.945
dragging,8,"2,809",7.941
quickest,8,"2,808",7.94
outdoors,8,"2,804",7.939
Albanian,8,"2,802",7.938
colonies,8,"2,797",7.936
delicate,8,"2,797",7.936
simulate,8,"2,796",7.936
Colombia,8,"2,794",7.935
Mercedes,8,"2,789",7.933
whirling,8,"2,788",7.933
clusters,8,"2,784",7.932
gateways,8,"2,781",7.931
Badlands,8,"2,777",7.929
Wolfgang,8,"2,775",7.928
formally,8,"2,770",7.927
friction,8,"2,756",7.922
lesbians,8,"2,758",7.922
starring,8,"2,743",7.917
annually,8,"2,741",7.916
scimitar,8,"2,727",7.911
Brussels,8,"2,710",7.905
spitting,8,"2,711",7.905
Muhammad,8,"2,709",7.904
flashing,8,"2,705",7.903
trillion,8,"2,704",7.902
Hartford,8,"2,701",7.901
textures,8,"2,701",7.901
replaces,8,"2,697",7.9
scorpion,8,"2,696",7.9
attacker,8,"2,693",7.898
maximize,8,"2,688",7.897
portrait,8,"2,688",7.897
charming,8,"2,672",7.891
mediocre,8,"2,673",7.891
mindless,8,"2,673",7.891
uniforms,8,"2,674",7.891
Hercules,8,"2,665",7.888
suppress,8,"2,665",7.888
tortured,8,"2,664",7.888
fidelity,8,"2,662",7.887
nameless,8,"2,661",7.886
helpless,8,"2,657",7.885
prophets,8,"2,658",7.885
sentinel,8,"2,656",7.885
headache,8,"2,655",7.884
speeches,8,"2,654",7.884
brackets,8,"2,652",7.883
premises,8,"2,651",7.883
predator,8,"2,646",7.881
atheists,8,"2,642",7.879
feminine,8,"2,642",7.879
upstairs,8,"2,640",7.879
marching,8,"2,635",7.877
referral,8,"2,637",7.877
sweeping,8,"2,636",7.877
diabolic,8,"2,632",7.875
diagrams,8,"2,630",7.875
exposing,8,"2,629",7.874
tourists,8,"2,629",7.874
enabling,8,"2,624",7.872
protests,8,"2,622",7.872
consumed,8,"2,620",7.871
resistor,8,"2,619",7.871
sunlight,8,"2,621",7.871
twilight,8,"2,616",7.869
haunting,8,"2,611",7.867
retainer,8,"2,610",7.867
sunshine,8,"2,607",7.866
divorced,8,"2,605",7.865
calories,8,"2,603",7.864
textbook,8,"2,603",7.864
athletes,8,"2,587",7.858
overload,8,"2,585",7.857
showcase,8,"2,583",7.857
lowering,8,"2,578",7.855
tolerant,8,"2,573",7.853
combines,8,"2,571",7.852
potatoes,8,"2,572",7.852
carriage,8,"2,568",7.851
improves,8,"2,568",7.851
credited,8,"2,567",7.85
brambles,8,"2,560",7.848
disposal,8,"2,560",7.848
assisted,8,"2,559",7.847
Plymouth,8,"2,559",7.847
vitamins,8,"2,558",7.847
sinister,8,"2,553",7.845
shortage,8,"2,551",7.844
confined,8,"2,546",7.842
labelled,8,"2,544",7.841
barriers,8,"2,539",7.84
rewarded,8,"2,541",7.84
assemble,8,"2,537",7.839
founders,8,"2,536",7.838
handsome,8,"2,536",7.838
nobodys,8,"2,533",7.837
underway,8,"2,531",7.836
manifest,8,"2,522",7.833
metaphor,8,"2,520",7.832
creators,8,"2,517",7.831
exported,8,"2,517",7.831
bouncing,8,"2,515",7.83
mutually,8,"2,509",7.828
delusion,8,"2,503",7.825
miracles,8,"2,502",7.825
contempt,8,"2,501",7.824
ancients,8,"2,495",7.822
Honolulu,8,"2,496",7.822
Kathleen,8,"2,496",7.822
freshman,8,"2,492",7.821
marketed,8,"2,493",7.821
diamonds,8,"2,489",7.82
glossary,8,"2,490",7.82
heavenly,8,"2,482",7.817
stranded,8,"2,482",7.817
realizes,8,"2,479",7.816
crystals,8,"2,470",7.812
colorful,8,"2,462",7.809
persuade,8,"2,463",7.809
promotes,8,"2,458",7.807
surgical,8,"2,457",7.807
ensuring,8,"2,452",7.805
tortoise,8,"2,454",7.805
pyramids,8,"2,450",7.804
compares,8,"2,448",7.803
knocking,8,"2,445",7.802
conquest,8,"2,440",7.8
Canadas,8,"2,435",7.798
critique,8,"2,433",7.797
integers,8,"2,434",7.797
defended,8,"2,432",7.796
slippery,8,"2,431",7.796
teenager,8,"2,432",7.796
counties,8,"2,424",7.793
implicit,8,"2,421",7.792
servants,8,"2,420",7.792
talisman,8,"2,421",7.792
citation,8,"2,405",7.785
sergeant,8,"2,405",7.785
cookbook,8,"2,402",7.784
forehead,8,"2,401",7.784
Laurence,8,"2,401",7.784
minerals,8,"2,403",7.784
buttocks,8,"2,399",7.783
squadron,8,"2,393",7.78
tribunal,8,"2,386",7.777
dinosaur,8,"2,381",7.775
mystical,8,"2,379",7.774
politely,8,"2,377",7.774
accesses,8,"2,369",7.77
endeavor,8,"2,365",7.769
junction,8,"2,358",7.766
Manitoba,8,"2,360",7.766
resemble,8,"2,352",7.763
confront,8,"2,347",7.761
skeleton,8,"2,347",7.761
cruising,8,"2,340",7.758
Pasadena,8,"2,340",7.758
grabbing,8,"2,338",7.757
moisture,8,"2,339",7.757
steadily,8,"2,335",7.756
listener,8,"2,329",7.753
sandwich,8,"2,328",7.753
Salvador,8,"2,323",7.751
addicted,8,"2,311",7.745
noticing,8,"2,310",7.745
cardinal,8,"2,299",7.74
sorcerer,8,"2,299",7.74
accusing,8,"2,296",7.739
exploded,8,"2,295",7.738
kindness,8,"2,295",7.738
markings,8,"2,293",7.738
lawsuits,8,"2,289",7.736
explored,8,"2,284",7.734
handicap,8,"2,279",7.731
thankful,8,"2,279",7.731
agreeing,8,"2,270",7.728
locating,8,"2,271",7.728
mechanic,8,"2,266",7.726
bankrupt,8,"2,265",7.725
pursuant,8,"2,261",7.724
relocate,8,"2,261",7.724
formulas,8,"2,260",7.723
detonate,8,"2,243",7.716
evolving,8,"2,245",7.716
proteins,8,"2,245",7.716
stunning,8,"2,245",7.716
taxpayer,8,"2,245",7.716
traveled,8,"2,243",7.716
Budapest,8,"2,242",7.715
drivers,8,"2,234",7.712
scrutiny,8,"2,236",7.712
Sherlock,8,"2,231",7.71
discreet,8,"2,229",7.709
secretly,8,"2,228",7.709
silently,8,"2,228",7.709
eventual,8,"2,227",7.708
galaxies,8,"2,227",7.708
suburban,8,"2,227",7.708
coercion,8,"2,223",7.707
foremost,8,"2,224",7.707
disputes,8,"2,210",7.701
renegade,8,"2,210",7.701
planners,8,"2,208",7.7
utilized,8,"2,206",7.699
abnormal,8,"2,204",7.698
bachelor,8,"2,202",7.697
parental,8,"2,201",7.697
clients,8,"2,193",7.693
analyzed,8,"2,191",7.692
obsessed,8,"2,188",7.691
trailing,8,"2,182",7.688
finishes,8,"2,179",7.687
endorsed,8,"2,177",7.686
recalled,8,"2,175",7.685
averages,8,"2,174",7.684
subspace,8,"2,172",7.683
dominion,8,"2,164",7.68
repaired,8,"2,165",7.68
plotting,8,"2,163",7.679
ignition,8,"2,158",7.677
squeezed,8,"2,158",7.677
slipping,8,"2,157",7.676
invaders,8,"2,154",7.675
prodigal,8,"2,154",7.675
contests,8,"2,149",7.673
stroking,8,"2,150",7.673
Andersen,8,"2,144",7.67
disguise,8,"2,140",7.669
backyard,8,"2,135",7.666
literacy,8,"2,135",7.666
airborne,8,"2,129",7.663
pamphlet,8,"2,115",7.657
chlorine,8,"2,111",7.655
doctors,8,"2,110",7.654
fanatics,8,"2,105",7.652
blizzard,8,"2,102",7.651
dripping,8,"2,100",7.65
speeding,8,"2,101",7.65
Stephens,8,"2,099",7.649
leverage,8,"2,097",7.648
pharmacy,8,"2,097",7.648
nitrogen,8,"2,094",7.647
husbands,8,"2,093",7.646
starving,8,"2,093",7.646
twisting,8,"2,092",7.646
tomatoes,8,"2,088",7.644
daylight,8,"2,085",7.643
heavens,8,"2,076",7.638
calculus,8,"2,071",7.636
literate,8,"2,071",7.636
singular,8,"2,062",7.631
semantic,8,"2,056",7.629
deprived,8,"2,050",7.626
thrilled,8,"2,050",7.626
sideways,8,"2,048",7.625
suspects,8,"2,049",7.625
traveler,8,"2,049",7.625
drawback,8,"2,044",7.623
flooding,8,"2,042",7.622
mourning,8,"2,042",7.622
improper,8,"2,039",7.62
offshore,8,"2,039",7.62
blinking,8,"2,036",7.619
bordered,8,"2,036",7.619
distress,8,"2,032",7.617
downhill,8,"2,033",7.617
exhibits,8,"2,033",7.617
juvenile,8,"2,033",7.617
doubling,8,"2,030",7.616
immunity,8,"2,028",7.615
overtime,8,"2,029",7.615
handguns,8,"2,027",7.614
swinging,8,"2,024",7.613
warrants,8,"2,025",7.613
mandarin,8,"2,020",7.611
Lebanese,8,"2,018",7.61
reversal,8,"2,018",7.61
pounding,8,"2,014",7.608
Brisbane,8,"2,013",7.607
deposits,8,"2,010",7.606
devotion,8,"2,010",7.606
pentagon,8,"2,011",7.606
builders,8,"2,006",7.604
detained,8,"2,006",7.604
populace,8,"2,005",7.603
Theodore,8,"2,004",7.603
collects,8,"2,002",7.602
shutting,8,"2,003",7.602
writers,8,"2,003",7.602
belonged,8,"2,000",7.601
wormhole,8,"2,001",7.601
ancestor,8,"1,996",7.599
drafting,8,"1,997",7.599
murderer,8,"1,996",7.599
scouting,8,"1,997",7.599
magician,8,"1,989",7.595
polished,8,"1,988",7.595
redirect,8,"1,989",7.595
squirrel,8,"1,989",7.595
exceeded,8,"1,984",7.593
imposing,8,"1,985",7.593
delivers,8,"1,982",7.592
headline,8,"1,983",7.592
impaired,8,"1,981",7.591
overflow,8,"1,980",7.591
destined,8,"1,975",7.588
hopeless,8,"1,974",7.588
ancestry,8,"1,972",7.587
folklore,8,"1,972",7.587
minotaur,8,"1,968",7.585
allergic,8,"1,965",7.583
hypnosis,8,"1,964",7.583
systems,8,"1,963",7.582
cautious,8,"1,959",7.58
pavement,8,"1,958",7.58
Veronica,8,"1,955",7.578
grinding,8,"1,953",7.577
coaching,8,"1,950",7.576
mirrored,8,"1,950",7.576
horribly,8,"1,948",7.575
backfire,8,"1,947",7.574
briefing,8,"1,943",7.572
presumed,8,"1,943",7.572
regulars,8,"1,938",7.569
backpack,8,"1,933",7.567
clitoris,8,"1,933",7.567
greeting,8,"1,933",7.567
threaded,8,"1,934",7.567
deceased,8,"1,931",7.566
insulted,8,"1,932",7.566
umbrella,8,"1,930",7.565
declares,8,"1,926",7.563
Almighty,8,"1,923",7.562
carnival,8,"1,920",7.56
Monterey,8,"1,919",7.56
amateurs,8,"1,918",7.559
appended,8,"1,915",7.557
generals,8,"1,915",7.557
doubtful,8,"1,911",7.555
situated,8,"1,910",7.555
energies,8,"1,907",7.553
grounded,8,"1,905",7.552
hormones,8,"1,903",7.551
forwards,8,"1,898",7.549
visually,8,"1,893",7.546
vanished,8,"1,891",7.545
defenses,8,"1,889",7.544
stumbled,8,"1,882",7.54
metallic,8,"1,878",7.538
securely,8,"1,878",7.538
sighting,8,"1,878",7.538
globally,8,"1,877",7.537
graffiti,8,"1,874",7.536
mushroom,8,"1,873",7.535
dividing,8,"1,868",7.533
ventures,8,"1,869",7.533
crescent,8,"1,867",7.532
infrared,8,"1,867",7.532
relieved,8,"1,866",7.532
autonomy,8,"1,863",7.53
asserted,8,"1,862",7.529
synopsis,8,"1,861",7.529
treaties,8,"1,861",7.529
reverend,8,"1,856",7.526
cracking,8,"1,853",7.525
highland,8,"1,851",7.523
patented,8,"1,851",7.523
unbiased,8,"1,847",7.521
blasting,8,"1,844",7.52
stirring,8,"1,843",7.519
esoteric,8,"1,839",7.517
resigned,8,"1,836",7.515
vicinity,8,"1,835",7.515
emission,8,"1,831",7.513
outcomes,8,"1,832",7.513
recourse,8,"1,831",7.513
altering,8,"1,830",7.512
shocking,8,"1,828",7.511
aperture,8,"1,826",7.51
adopting,8,"1,825",7.509
humidity,8,"1,823",7.508
subtract,8,"1,819",7.506
appetite,8,"1,813",7.503
Istanbul,8,"1,811",7.502
backlash,8,"1,808",7.5
Cambodia,8,"1,806",7.499
dissolve,8,"1,806",7.499
Hinduism,8,"1,807",7.499
navigate,8,"1,806",7.499
societal,8,"1,807",7.499
mobility,8,"1,805",7.498
ridicule,8,"1,800",7.496
extremes,8,"1,796",7.493
shrugged,8,"1,796",7.493
disputed,8,"1,794",7.492
inviting,8,"1,794",7.492
troubled,8,"1,794",7.492
takeover,8,"1,791",7.491
elevated,8,"1,790",7.49
survivor,8,"1,786",7.488
thirteen,8,"1,787",7.488
feathers,8,"1,784",7.487
membrane,8,"1,781",7.485
postcard,8,"1,782",7.485
simplify,8,"1,782",7.485
dwellers,8,"1,774",7.481
antennas,8,"1,768",7.478
fourteen,8,"1,765",7.476
sickness,8,"1,765",7.476
highways,8,"1,761",7.474
asteroid,8,"1,760",7.473
seasoned,8,"1,760",7.473
retailer,8,"1,758",7.472
dialects,8,"1,757",7.471
cosmetic,8,"1,754",7.47
inverted,8,"1,755",7.47
purified,8,"1,754",7.47
flipping,8,"1,753",7.469
hairless,8,"1,751",7.468
Sherwood,8,"1,743",7.463
factions,8,"1,739",7.461
relaxing,8,"1,739",7.461
obstacle,8,"1,737",7.46
launches,8,"1,734",7.458
chickens,8,"1,732",7.457
Courtney,8,"1,732",7.457
dealings,8,"1,726",7.454
dynamite,8,"1,724",7.452
bookmark,8,"1,721",7.451
granting,8,"1,719",7.449
deficits,8,"1,715",7.447
overkill,8,"1,714",7.447
statutes,8,"1,715",7.447
governed,8,"1,712",7.445
coincide,8,"1,708",7.443
garrison,8,"1,708",7.443
hellfire,8,"1,706",7.442
overlord,8,"1,705",7.441
Shanghai,8,"1,705",7.441
drilling,8,"1,702",7.44
prestige,8,"1,702",7.44
classify,8,"1,700",7.438
reviewer,8,"1,700",7.438
artisans,8,"1,696",7.436
Townsend,8,"1,694",7.435
seamless,8,"1,693",7.434
repeater,8,"1,691",7.433
deployed,8,"1,690",7.432
Hispanic,8,"1,690",7.432
marrying,8,"1,689",7.432
airports,8,"1,688",7.431
weighted,8,"1,685",7.43
peasants,8,"1,684",7.429
outlines,8,"1,682",7.428
Cherokee,8,"1,681",7.427
wrapping,8,"1,681",7.427
Austrian,8,"1,679",7.426
workable,8,"1,678",7.425
pleasing,8,"1,676",7.424
exorcist,8,"1,671",7.421
enrolled,8,"1,667",7.419
funniest,8,"1,668",7.419
headless,8,"1,667",7.419
indexing,8,"1,666",7.418
mastered,8,"1,665",7.418
paralyze,8,"1,665",7.418
Clarence,8,"1,663",7.416
finances,8,"1,663",7.416
sisters,8,"1,662",7.416
handlers,8,"1,653",7.41
Hitlers,8,"1,652",7.41
quagmire,8,"1,652",7.41
suicidal,8,"1,644",7.405
verbatim,8,"1,645",7.405
automate,8,"1,642",7.404
horseman,8,"1,643",7.404
rambling,8,"1,642",7.404
lecturer,8,"1,639",7.402
clarinet,8,"1,634",7.399
legality,8,"1,634",7.399
maneuver,8,"1,634",7.399
vanguard,8,"1,631",7.397
outlawed,8,"1,630",7.396
depicted,8,"1,626",7.394
remarked,8,"1,625",7.393
rigorous,8,"1,624",7.393
weddings,8,"1,622",7.391
brighter,8,"1,619",7.39
currents,8,"1,616",7.388
dolphins,8,"1,614",7.386
symmetry,8,"1,614",7.386
Mohammed,8,"1,608",7.383
rebuttal,8,"1,608",7.383
analyzer,8,"1,606",7.382
Coventry,8,"1,607",7.382
recreate,8,"1,604",7.38
stitches,8,"1,603",7.38
stubborn,8,"1,603",7.38
whipping,8,"1,603",7.38
whomever,8,"1,603",7.38
crevasse,8,"1,598",7.377
harmonic,8,"1,591",7.372
Zimbabwe,8,"1,591",7.372
validate,8,"1,589",7.371
ballroom,8,"1,587",7.37
expelled,8,"1,584",7.368
mandated,8,"1,583",7.367
overlook,8,"1,583",7.367
undertow,8,"1,581",7.366
remedies,8,"1,580",7.365
dispatch,8,"1,578",7.364
dictates,8,"1,576",7.363
disprove,8,"1,576",7.363
Hastings,8,"1,577",7.363
newcomer,8,"1,573",7.361
homeland,8,"1,570",7.359
reasoned,8,"1,570",7.359
tailored,8,"1,570",7.359
betrayed,8,"1,567",7.357
Africans,8,"1,565",7.356
Caroline,8,"1,563",7.354
coloring,8,"1,559",7.352
crawling,8,"1,560",7.352
smashing,8,"1,559",7.352
activism,8,"1,558",7.351
imminent,8,"1,556",7.35
boarding,8,"1,554",7.349
concerto,8,"1,555",7.349
thanking,8,"1,553",7.348
editors,8,"1,552",7.347
farewell,8,"1,551",7.347
initials,8,"1,551",7.347
trusting,8,"1,551",7.347
urgently,8,"1,552",7.347
costumes,8,"1,547",7.344
mornings,8,"1,547",7.344
teaspoon,8,"1,546",7.343
natures,8,"1,544",7.342
settling,8,"1,544",7.342
dividend,8,"1,542",7.341
espresso,8,"1,543",7.341
slamming,8,"1,543",7.341
delegate,8,"1,540",7.34
critters,8,"1,539",7.339
filtered,8,"1,536",7.337
youngest,8,"1,536",7.337
baseline,8,"1,532",7.334
nutshell,8,"1,530",7.333
inflated,8,"1,528",7.332
manifold,8,"1,529",7.332
smoother,8,"1,528",7.332
tangible,8,"1,527",7.331
zeppelin,8,"1,526",7.33
recruits,8,"1,524",7.329
crippled,8,"1,523",7.328
shelters,8,"1,520",7.326
brushing,8,"1,515",7.323
Florence,8,"1,514",7.323
corvette,8,"1,511",7.321
could've,8,"1,511",7.321
confirms,8,"1,510",7.32
reactive,8,"1,510",7.32
forgiven,8,"1,509",7.319
attained,8,"1,504",7.316
sidewalk,8,"1,502",7.315
cavalier,8,"1,500",7.313
jealousy,8,"1,497",7.311
wandered,8,"1,497",7.311
browning,8,"1,495",7.31
seasonal,8,"1,495",7.31
financed,8,"1,494",7.309
cocktail,8,"1,491",7.307
juggling,8,"1,491",7.307
charters,8,"1,488",7.305
monument,8,"1,488",7.305
workings,8,"1,486",7.304
Filipino,8,"1,483",7.302
mythical,8,"1,484",7.302
preceded,8,"1,483",7.302
skipping,8,"1,484",7.302
flagship,8,"1,482",7.301
casually,8,"1,480",7.3
breakout,8,"1,479",7.299
eighteen,8,"1,477",7.298
screened,8,"1,478",7.298
cemetery,8,"1,475",7.296
oblivion,8,"1,475",7.296
shortest,8,"1,475",7.296
traction,8,"1,475",7.296
reliance,8,"1,473",7.295
militant,8,"1,471",7.294
auditors,8,"1,470",7.293
partisan,8,"1,467",7.291
snapshot,8,"1,467",7.291
residing,8,"1,465",7.29
Napoleon,8,"1,464",7.289
assessed,8,"1,463",7.288
swelling,8,"1,462",7.288
contexts,8,"1,461",7.287
shortcut,8,"1,458",7.285
comprise,8,"1,457",7.284
intruder,8,"1,455",7.283
withdrew,8,"1,455",7.283
fluoride,8,"1,453",7.281
diagnose,8,"1,451",7.28
epidemic,8,"1,451",7.28
Jeremiah,8,"1,450",7.279
variance,8,"1,450",7.279
apostles,8,"1,446",7.277
gigantic,8,"1,445",7.276
holdings,8,"1,445",7.276
quadrant,8,"1,444",7.275
schools,8,"1,444",7.275
escaping,8,"1,442",7.274
drowning,8,"1,439",7.272
eighties,8,"1,439",7.272
objected,8,"1,439",7.272
outreach,8,"1,439",7.272
plastics,8,"1,439",7.272
betrayal,8,"1,436",7.27
dictator,8,"1,437",7.27
stocking,8,"1,433",7.268
powdered,8,"1,429",7.265
plugging,8,"1,428",7.264
beverage,8,"1,425",7.262
Humphrey,8,"1,425",7.262
churchs,8,"1,424",7.261
weakened,8,"1,423",7.261
Christs,8,"1,420",7.258
grooming,8,"1,420",7.258
horizons,8,"1,418",7.257
uniquely,8,"1,418",7.257
footnote,8,"1,414",7.254
bicycles,8,"1,412",7.253
slipknot,8,"1,413",7.253
rosemary,8,"1,409",7.251
hometown,8,"1,408",7.25
crushing,8,"1,406",7.249
volatile,8,"1,404",7.247
retarded,8,"1,402",7.246
steroids,8,"1,403",7.246
chatting,8,"1,400",7.244
computed,8,"1,399",7.244
Randolph,8,"1,400",7.244
regiment,8,"1,400",7.244
comeback,8,"1,396",7.241
injected,8,"1,395",7.241
intimacy,8,"1,395",7.241
inactive,8,"1,391",7.238
landmark,8,"1,392",7.238
planting,8,"1,392",7.238
receipts,8,"1,386",7.234
hysteria,8,"1,384",7.233
nuisance,8,"1,385",7.233
abundant,8,"1,381",7.231
campuses,8,"1,380",7.23
Meredith,8,"1,380",7.23
panthers,8,"1,374",7.225
unlawful,8,"1,373",7.225
Woodward,8,"1,373",7.225
severity,8,"1,371",7.223
scissors,8,"1,369",7.222
cinnamon,8,"1,368",7.221
follower,8,"1,368",7.221
hardness,8,"1,368",7.221
molecule,8,"1,368",7.221
proposes,8,"1,368",7.221
tensions,8,"1,368",7.221
parents,8,"1,367",7.22
sentient,8,"1,366",7.22
stresses,8,"1,364",7.218
enduring,8,"1,363",7.217
proclaim,8,"1,362",7.217
homemade,8,"1,360",7.215
embraced,8,"1,358",7.214
appealed,8,"1,357",7.213
dreadful,8,"1,353",7.21
sanction,8,"1,353",7.21
conceive,8,"1,352",7.209
Russias,8,"1,352",7.209
brethren,8,"1,350",7.208
grenades,8,"1,347",7.206
pitching,8,"1,347",7.206
extracts,8,"1,346",7.205
diabetic,8,"1,343",7.203
labeling,8,"1,343",7.203
trailers,8,"1,344",7.203
headings,8,"1,342",7.202
Mexicos,8,"1,342",7.202
addendum,8,"1,340",7.2
incurred,8,"1,340",7.2
indicted,8,"1,339",7.2
strapped,8,"1,339",7.2
nominate,8,"1,338",7.199
crusader,8,"1,337",7.198
humanism,8,"1,337",7.198
advisors,8,"1,334",7.196
crackers,8,"1,331",7.194
Giovanni,8,"1,329",7.192
chanting,8,"1,328",7.191
maritime,8,"1,327",7.191
Mexicans,8,"1,325",7.189
decisive,8,"1,324",7.188
meridian,8,"1,324",7.188
optimist,8,"1,319",7.185
vomiting,8,"1,320",7.185
chilling,8,"1,318",7.184
reacting,8,"1,315",7.182
trousers,8,"1,313",7.18
leukemia,8,"1,310",7.178
speedway,8,"1,310",7.178
suspense,8,"1,310",7.178
troopers,8,"1,309",7.177
Stafford,8,"1,307",7.175
doctoral,8,"1,303",7.172
familys,8,"1,303",7.172
invading,8,"1,303",7.172
Peruvian,8,"1,302",7.172
plumbing,8,"1,303",7.172
tripping,8,"1,303",7.172
weighing,8,"1,303",7.172
captains,8,"1,300",7.17
efficacy,8,"1,300",7.17
lingerie,8,"1,300",7.17
reprints,8,"1,297",7.168
capitals,8,"1,296",7.167
Satanism,8,"1,296",7.167
diminish,8,"1,295",7.166
readers,8,"1,295",7.166
toxicity,8,"1,295",7.166
behaving,8,"1,294",7.165
mailings,8,"1,293",7.165
preclude,8,"1,284",7.158
diagonal,8,"1,275",7.151
there'll,8,"1,275",7.151
stuffing,8,"1,273",7.149
fascists,8,"1,272",7.148
welcomes,8,"1,268",7.145
Martins,8,"1,267",7.144
modifier,8,"1,265",7.143
disgrace,8,"1,264",7.142
turnover,8,"1,264",7.142
skeptics,8,"1,262",7.14
tempting,8,"1,261",7.14
effected,8,"1,259",7.138
mattress,8,"1,259",7.138
punching,8,"1,259",7.138
rulebook,8,"1,259",7.138
ambition,8,"1,258",7.137
spouting,8,"1,258",7.137
titanium,8,"1,257",7.136
whispers,8,"1,256",7.136
pleading,8,"1,255",7.135
affinity,8,"1,254",7.134
